x,y,z,name,long_desc,ex_n,ex_s,ex_e,ex_w,ex_ne,ex_nw,ex_se,ex_sw,ex_u,ex_d,px,py,pz,portal_command,portal_text
236,269,50,Room 642,Room 642 at voxel (23626950). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
236,269,51,Room 1672,Room 1672 at voxel (23626951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
236,270,50,Room 625,Room 625 at voxel (23627050). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
236,270,51,Room 1670,Room 1670 at voxel (23627051). Connected to nearby rooms.,1,0,1,1,1,1,0,1,0,1,,,,,
236,271,50,Room 622,Room 622 at voxel (23627150). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
236,272,50,Room 627,Room 627 at voxel (23627250). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
236,273,50,Room 628,Room 628 at voxel (23627350). Connected to nearby rooms.,1,0,0,1,1,1,0,1,0,0,,,,,
236,275,50,Room 613,Room 613 at voxel (23627550). Connected to nearby rooms.,0,0,0,1,0,1,0,1,0,0,,,,,
236,281,50,Room 539,Room 539 at voxel (23628150). Connected to nearby rooms.,0,0,0,0,0,0,1,1,0,0,,,,,
237,241,51,Room 166,Room 166 at voxel (23724151). Connected to nearby rooms.,0,1,1,0,1,0,1,1,0,0,,,,,
237,242,51,Room 163,Room 163 at voxel (23724251). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
237,243,51,Room 161,Room 161 at voxel (23724351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
237,244,50,Room 352,Room 352 at voxel (23724450). Connected to nearby rooms.,0,0,0,1,1,0,1,1,1,0,,,,,
237,244,51,Room 164,Room 164 at voxel (23724451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,245,51,Room 171,Room 171 at voxel (23724551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
237,246,50,Room 377,Room 377 at voxel (23724650). Connected to nearby rooms.,0,1,1,1,1,1,0,1,1,0,,,,,
237,246,51,Room 170,Room 170 at voxel (23724651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,247,50,Room 371,Room 371 at voxel (23724750). Connected to nearby rooms.,1,0,0,1,1,1,0,0,1,0,,,,,
237,247,51,Room 303,Room 303 at voxel (23724751). Connected to nearby rooms.,1,0,1,1,1,1,1,0,0,1,,,,,
237,250,51,Room 203,Room 203 at voxel (23725051). Connected to nearby rooms.,0,1,0,1,0,0,1,1,0,0,,,,,
237,251,50,Room 387,Room 387 at voxel (23725150). Connected to nearby rooms.,0,1,0,1,0,1,1,1,1,0,,,,,
237,251,51,Room 207,Room 207 at voxel (23725151). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,1,,,,,
237,252,50,Room 386,Room 386 at voxel (23725250). Connected to nearby rooms.,1,0,1,1,0,1,0,0,1,0,,,,,
237,252,51,Room 201,Room 201 at voxel (23725251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,253,51,Room 1733,Room 1733 at voxel (23725351). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
237,254,50,Room 175,Room 175 at voxel (23725450). Connected to nearby rooms.,0,1,1,1,0,0,1,1,1,0,,,,,
237,254,51,Room 1732,Room 1732 at voxel (23725451). Connected to nearby rooms.,1,1,1,0,1,1,1,0,0,1,,,,,
237,255,50,Room 173,Room 173 at voxel (23725550). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,255,51,Room 229,Room 229 at voxel (23725551). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,1,,,,,
237,256,50,Room 158,Room 158 at voxel (23725650). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,256,51,Room 230,Room 230 at voxel (23725651). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,1,,,,,
237,257,50,Room 312,Room 312 at voxel (23725750). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,257,51,Room 254,Room 254 at voxel (23725751). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,1,,,,,
237,258,50,Room 164,Room 164 at voxel (23725850). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,258,51,Room 255,Room 255 at voxel (23725851). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,1,,,,,
237,259,50,Room 330,Room 330 at voxel (23725950). Connected to nearby rooms.,1,1,1,1,1,1,0,1,1,0,,,,,
237,259,51,Room 257,Room 257 at voxel (23725951). Connected to nearby rooms.,1,1,1,0,1,0,1,0,0,1,,,,,
237,260,50,Room 162,Room 162 at voxel (23726050). Connected to nearby rooms.,1,1,0,1,1,1,1,1,1,0,,,,,
237,260,51,Room 248,Room 248 at voxel (23726051). Connected to nearby rooms.,1,1,1,0,1,0,1,1,0,1,,,,,
237,261,50,Room 310,Room 310 at voxel (23726150). Connected to nearby rooms.,1,1,1,1,0,1,1,1,1,0,,,,,
237,261,51,Room 1665,Room 1665 at voxel (23726151). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,1,,,,,
237,262,50,Room 305,Room 305 at voxel (23726250). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,262,51,Room 1666,Room 1666 at voxel (23726251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,263,50,Room 306,Room 306 at voxel (23726350). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,263,51,Room 1667,Room 1667 at voxel (23726351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,264,50,Room 721,Room 721 at voxel (23726450). Connected to nearby rooms.,1,1,1,1,1,1,0,1,1,0,,,,,
237,264,51,Room 1653,Room 1653 at voxel (23726451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,265,50,Room 649,Room 649 at voxel (23726550). Connected to nearby rooms.,1,1,0,1,1,1,0,0,1,0,,,,,
237,265,51,Room 1654,Room 1654 at voxel (23726551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,266,50,Room 650,Room 650 at voxel (23726650). Connected to nearby rooms.,1,0,0,0,0,1,1,1,1,0,,,,,
237,266,51,Room 1651,Room 1651 at voxel (23726651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,267,51,Room 1655,Room 1655 at voxel (23726751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
237,268,50,Room 633,Room 633 at voxel (23726850). Connected to nearby rooms.,0,1,1,1,1,1,1,1,1,0,,,,,
237,268,51,Room 1648,Room 1648 at voxel (23726851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,269,50,Room 632,Room 632 at voxel (23726950). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,269,51,Room 1669,Room 1669 at voxel (23726951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
237,270,50,Room 630,Room 630 at voxel (23727050). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
237,270,51,Room 1646,Room 1646 at voxel (23727051). Connected to nearby rooms.,1,0,1,1,1,1,0,0,0,1,,,,,
237,271,50,Room 626,Room 626 at voxel (23727150). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
237,272,50,Room 629,Room 629 at voxel (23727250). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
237,282,50,Room 536,Room 536 at voxel (23728250). Connected to nearby rooms.,0,1,1,0,1,1,0,0,0,0,,,,,
237,283,50,Room 537,Room 537 at voxel (23728350). Connected to nearby rooms.,1,1,0,0,1,0,1,0,0,0,,,,,
237,284,50,Room 506,Room 506 at voxel (23728450). Connected to nearby rooms.,1,1,1,0,0,0,1,0,0,0,,,,,
237,285,50,Room 505,Room 505 at voxel (23728550). Connected to nearby rooms.,1,0,1,0,1,0,1,0,0,0,,,,,
237,287,50,Room 508,Room 508 at voxel (23728750). Connected to nearby rooms.,0,0,0,0,1,0,1,0,0,0,,,,,
238,240,51,Room 1747,Room 1747 at voxel (23824051). Connected to nearby rooms.,0,1,0,0,0,0,1,1,0,0,,,,,
238,241,51,Room 1746,Room 1746 at voxel (23824151). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
238,242,50,Room 353,Room 353 at voxel (23824250). Connected to nearby rooms.,0,1,1,0,0,0,1,0,1,0,,,,,
238,242,51,Room 340,Room 340 at voxel (23824251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,243,50,Room 351,Room 351 at voxel (23824350). Connected to nearby rooms.,1,0,1,0,1,0,1,1,1,0,,,,,
238,243,51,Room 160,Room 160 at voxel (23824351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,244,51,Room 173,Room 173 at voxel (23824451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
238,245,50,Room 349,Room 349 at voxel (23824550). Connected to nearby rooms.,0,1,1,0,1,1,1,1,1,0,,,,,
238,245,51,Room 172,Room 172 at voxel (23824551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,246,50,Room 369,Room 369 at voxel (23824650). Connected to nearby rooms.,1,0,1,1,1,0,1,1,1,0,,,,,
238,246,51,Room 304,Room 304 at voxel (23824651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,247,51,Room 307,Room 307 at voxel (23824751). Connected to nearby rooms.,1,1,1,1,1,1,1,0,0,0,,,,,
238,248,51,Room 338,Room 338 at voxel (23824851). Connected to nearby rooms.,1,0,1,0,1,1,1,0,0,0,,,,,
238,251,51,Room 202,Room 202 at voxel (23825151). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
238,252,50,Room 388,Room 388 at voxel (23825250). Connected to nearby rooms.,0,0,0,1,0,1,0,0,1,0,,,,,
238,252,51,Room 214,Room 214 at voxel (23825251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,253,51,Room 228,Room 228 at voxel (23825351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
238,254,50,Room 176,Room 176 at voxel (23825450). Connected to nearby rooms.,0,1,0,1,0,0,1,1,1,0,,,,,
238,254,51,Room 227,Room 227 at voxel (23825451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,255,50,Room 327,Room 327 at voxel (23825550). Connected to nearby rooms.,1,1,1,1,0,1,1,1,1,0,,,,,
238,255,51,Room 226,Room 226 at voxel (23825551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,256,50,Room 321,Room 321 at voxel (23825650). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
238,256,51,Room 231,Room 231 at voxel (23825651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,257,50,Room 157,Room 157 at voxel (23825750). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
238,257,51,Room 232,Room 232 at voxel (23825751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,258,50,Room 313,Room 313 at voxel (23825850). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
238,258,51,Room 256,Room 256 at voxel (23825851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,259,50,Room 163,Room 163 at voxel (23825950). Connected to nearby rooms.,1,0,1,1,1,1,1,1,1,0,,,,,
238,259,51,Room 250,Room 250 at voxel (23825951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,260,51,Room 249,Room 249 at voxel (23826051). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
238,261,50,Room 406,Room 406 at voxel (23826150). Connected to nearby rooms.,0,1,1,1,1,1,0,1,1,0,,,,,
238,261,51,Room 247,Room 247 at voxel (23826151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,262,50,Room 304,Room 304 at voxel (23826250). Connected to nearby rooms.,1,1,0,1,1,1,1,1,1,0,,,,,
238,262,51,Room 1663,Room 1663 at voxel (23826251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,263,50,Room 722,Room 722 at voxel (23826350). Connected to nearby rooms.,1,1,1,1,0,1,1,1,1,0,,,,,
238,263,51,Room 1662,Room 1662 at voxel (23826351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,264,50,Room 302,Room 302 at voxel (23826450). Connected to nearby rooms.,1,0,1,1,1,1,1,1,1,0,,,,,
238,264,51,Room 1661,Room 1661 at voxel (23826451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,265,51,Room 1681,Room 1681 at voxel (23826551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
238,266,51,Room 1659,Room 1659 at voxel (23826651). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,0,,,,,
238,267,50,Room 635,Room 635 at voxel (23826750). Connected to nearby rooms.,0,1,1,0,0,1,1,1,1,0,,,,,
238,267,51,Room 1656,Room 1656 at voxel (23826751). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,1,,,,,
238,268,50,Room 634,Room 634 at voxel (23826850). Connected to nearby rooms.,1,1,1,1,1,0,1,1,1,0,,,,,
238,268,51,Room 1657,Room 1657 at voxel (23826851). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,1,,,,,
238,269,50,Room 631,Room 631 at voxel (23826950). Connected to nearby rooms.,1,1,1,1,1,1,0,1,1,0,,,,,
238,269,51,Room 1647,Room 1647 at voxel (23826951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
238,270,50,Room 640,Room 640 at voxel (23827050). Connected to nearby rooms.,1,1,0,1,1,1,0,1,1,0,,,,,
238,270,51,Room 1645,Room 1645 at voxel (23827051). Connected to nearby rooms.,1,0,1,1,1,1,0,0,0,1,,,,,
238,271,50,Room 661,Room 661 at voxel (23827150). Connected to nearby rooms.,1,1,0,1,0,1,1,1,0,0,,,,,
238,272,50,Room 660,Room 660 at voxel (23827250). Connected to nearby rooms.,1,1,1,1,0,1,1,0,0,0,,,,,
238,273,50,Room 711,Room 711 at voxel (23827350). Connected to nearby rooms.,1,0,1,0,1,1,0,0,0,0,,,,,
238,281,50,Room 535,Room 535 at voxel (23828150). Connected to nearby rooms.,0,1,0,0,0,0,1,1,0,0,,,,,
238,282,50,Room 538,Room 538 at voxel (23828250). Connected to nearby rooms.,1,0,1,1,0,0,0,1,0,0,,,,,
238,284,50,Room 507,Room 507 at voxel (23828450). Connected to nearby rooms.,0,1,0,1,0,1,1,1,0,0,,,,,
238,285,50,Room 504,Room 504 at voxel (23828550). Connected to nearby rooms.,1,1,1,1,0,1,1,0,0,0,,,,,
238,286,50,Room 503,Room 503 at voxel (23828650). Connected to nearby rooms.,1,0,1,0,1,1,1,1,0,0,,,,,
238,288,50,Room 509,Room 509 at voxel (23828850). Connected to nearby rooms.,0,0,1,0,1,1,0,0,0,0,,,,,
239,241,51,Room 341,Room 341 at voxel (23924151). Connected to nearby rooms.,0,1,0,1,0,1,0,1,0,0,,,,,
239,242,50,Room 354,Room 354 at voxel (23924250). Connected to nearby rooms.,0,1,1,1,1,0,1,1,1,0,,,,,
239,242,51,Room 342,Room 342 at voxel (23924251). Connected to nearby rooms.,1,1,0,1,0,1,1,1,0,1,,,,,
239,243,50,Room 355,Room 355 at voxel (23924350). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
239,243,51,Room 339,Room 339 at voxel (23924351). Connected to nearby rooms.,1,1,1,1,0,1,1,1,0,1,,,,,
239,244,50,Room 350,Room 350 at voxel (23924450). Connected to nearby rooms.,1,1,1,0,1,1,1,1,1,0,,,,,
239,244,51,Room 159,Room 159 at voxel (23924451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,245,50,Room 344,Room 344 at voxel (23924550). Connected to nearby rooms.,1,1,1,1,1,0,1,1,1,0,,,,,
239,245,51,Room 158,Room 158 at voxel (23924551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,246,50,Room 345,Room 345 at voxel (23924650). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
239,246,51,Room 306,Room 306 at voxel (23924651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,247,50,Room 370,Room 370 at voxel (23924750). Connected to nearby rooms.,1,0,1,0,1,1,1,0,1,0,,,,,
239,247,51,Room 305,Room 305 at voxel (23924751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,248,51,Room 337,Room 337 at voxel (23924851). Connected to nearby rooms.,1,1,1,1,1,1,0,0,0,0,,,,,
239,249,51,Room 321,Room 321 at voxel (23924951). Connected to nearby rooms.,1,1,0,0,1,1,1,0,0,0,,,,,
239,250,51,Room 320,Room 320 at voxel (23925051). Connected to nearby rooms.,1,1,1,0,0,0,1,1,0,0,,,,,
239,251,51,Room 215,Room 215 at voxel (23925151). Connected to nearby rooms.,1,1,1,1,1,0,1,1,0,0,,,,,
239,252,51,Room 216,Room 216 at voxel (23925251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
239,253,51,Room 220,Room 220 at voxel (23925351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
239,254,51,Room 225,Room 225 at voxel (23925451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
239,255,50,Room 177,Room 177 at voxel (23925550). Connected to nearby rooms.,0,1,1,1,1,1,1,1,1,0,,,,,
239,255,51,Room 1731,Room 1731 at voxel (23925551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,256,50,Room 320,Room 320 at voxel (23925650). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
239,256,51,Room 235,Room 235 at voxel (23925651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,257,50,Room 156,Room 156 at voxel (23925750). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
239,257,51,Room 252,Room 252 at voxel (23925751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,258,50,Room 314,Room 314 at voxel (23925850). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
239,258,51,Room 251,Room 251 at voxel (23925851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,259,50,Room 315,Room 315 at voxel (23925950). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
239,259,51,Room 1664,Room 1664 at voxel (23925951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,260,50,Room 407,Room 407 at voxel (23926050). Connected to nearby rooms.,1,1,1,0,1,1,1,1,1,0,,,,,
239,260,51,Room 244,Room 244 at voxel (23926051). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,261,50,Room 408,Room 408 at voxel (23926150). Connected to nearby rooms.,1,0,1,1,1,0,1,1,1,0,,,,,
239,261,51,Room 246,Room 246 at voxel (23926151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,262,51,Room 1699,Room 1699 at voxel (23926251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
239,263,50,Room 303,Room 303 at voxel (23926350). Connected to nearby rooms.,0,1,1,1,1,1,1,1,1,0,,,,,
239,263,51,Room 1698,Room 1698 at voxel (23926351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,264,50,Room 723,Room 723 at voxel (23926450). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
239,264,51,Room 1682,Room 1682 at voxel (23926451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,265,50,Room 301,Room 301 at voxel (23926550). Connected to nearby rooms.,1,0,1,0,1,1,1,0,1,0,,,,,
239,265,51,Room 1660,Room 1660 at voxel (23926551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
239,266,51,Room 1680,Room 1680 at voxel (23926651). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,0,,,,,
239,267,50,Room 636,Room 636 at voxel (23926750). Connected to nearby rooms.,0,1,1,1,1,0,1,1,0,0,,,,,
239,268,50,Room 419,Room 419 at voxel (23926850). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
239,268,51,Room 1658,Room 1658 at voxel (23926851). Connected to nearby rooms.,0,1,1,1,1,1,0,1,0,1,,,,,
239,269,50,Room 420,Room 420 at voxel (23926950). Connected to nearby rooms.,1,0,1,1,1,1,1,1,1,0,,,,,
239,269,51,Room 1644,Room 1644 at voxel (23926951). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,1,,,,,
239,270,51,Room 1673,Room 1673 at voxel (23927051). Connected to nearby rooms.,1,0,1,1,0,1,0,0,0,0,,,,,
239,272,50,Room 662,Room 662 at voxel (23927250). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
239,273,50,Room 710,Room 710 at voxel (23927350). Connected to nearby rooms.,1,0,1,1,1,1,1,0,0,0,,,,,
239,275,50,Room 458,Room 458 at voxel (23927550). Connected to nearby rooms.,0,1,1,0,1,0,0,0,0,0,,,,,
239,276,50,Room 457,Room 457 at voxel (23927650). Connected to nearby rooms.,1,0,0,0,1,0,1,0,0,0,,,,,
239,282,50,Room 534,Room 534 at voxel (23928250). Connected to nearby rooms.,0,0,1,1,0,1,0,0,0,0,,,,,
239,285,50,Room 500,Room 500 at voxel (23928550). Connected to nearby rooms.,0,1,0,1,1,1,1,1,0,0,,,,,
239,286,50,Room 502,Room 502 at voxel (23928650). Connected to nearby rooms.,1,1,1,1,0,1,1,0,0,0,,,,,
239,287,50,Room 511,Room 511 at voxel (23928750). Connected to nearby rooms.,1,1,1,0,1,1,0,1,0,0,,,,,
239,288,50,Room 510,Room 510 at voxel (23928850). Connected to nearby rooms.,1,0,0,1,1,0,0,0,0,0,,,,,
240,241,50,Room 358,Room 358 at voxel (24024150). Connected to nearby rooms.,0,1,0,0,0,0,1,1,0,0,,,,,
240,242,50,Room 357,Room 357 at voxel (24024250). Connected to nearby rooms.,1,1,1,1,0,0,1,1,0,0,,,,,
240,243,50,Room 356,Room 356 at voxel (24024350). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,243,51,Room 343,Room 343 at voxel (24024351). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,1,,,,,
240,244,50,Room 347,Room 347 at voxel (24024450). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,244,51,Room 1741,Room 1741 at voxel (24024451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,245,50,Room 346,Room 346 at voxel (24024550). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,245,51,Room 157,Room 157 at voxel (24024551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,246,50,Room 343,Room 343 at voxel (24024650). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,246,51,Room 322,Room 322 at voxel (24024651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,247,50,Room 340,Room 340 at voxel (24024750). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
240,247,51,Room 308,Room 308 at voxel (24024751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,248,50,Room 341,Room 341 at voxel (24024850). Connected to nearby rooms.,1,0,1,0,1,1,0,0,1,0,,,,,
240,248,51,Room 309,Room 309 at voxel (24024851). Connected to nearby rooms.,1,0,1,1,1,1,1,1,0,1,,,,,
240,250,51,Room 319,Room 319 at voxel (24025051). Connected to nearby rooms.,0,1,1,1,1,1,1,1,0,0,,,,,
240,251,51,Room 346,Room 346 at voxel (24025151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
240,252,51,Room 222,Room 222 at voxel (24025251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
240,253,51,Room 223,Room 223 at voxel (24025351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,0,,,,,
240,254,50,Room 180,Room 180 at voxel (24025450). Connected to nearby rooms.,0,1,1,0,0,0,1,1,1,0,,,,,
240,254,51,Room 221,Room 221 at voxel (24025451). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,255,50,Room 319,Room 319 at voxel (24025550). Connected to nearby rooms.,1,1,1,1,1,0,1,1,1,0,,,,,
240,255,51,Room 234,Room 234 at voxel (24025551). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,256,50,Room 178,Room 178 at voxel (24025650). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,256,51,Room 236,Room 236 at voxel (24025651). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,257,50,Room 179,Room 179 at voxel (24025750). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,257,51,Room 241,Room 241 at voxel (24025751). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,258,50,Room 155,Room 155 at voxel (24025850). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,258,51,Room 242,Room 242 at voxel (24025851). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,259,50,Room 317,Room 317 at voxel (24025950). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,259,51,Room 243,Room 243 at voxel (24025951). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,260,50,Room 332,Room 332 at voxel (24026050). Connected to nearby rooms.,1,1,1,1,1,1,1,1,1,0,,,,,
240,260,51,Room 1700,Room 1700 at voxel (24026051). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,261,50,Room 333,Room 333 at voxel (24026150). Connected to nearby rooms.,1,1,1,1,1,1,1,0,1,0,,,,,
240,261,51,Room 245,Room 245 at voxel (24026151). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,262,50,Room 404,Room 404 at voxel (24026250). Connected to nearby rooms.,1,1,1,0,1,1,1,1,1,0,,,,,
240,262,51,Room 1686,Room 1686 at voxel (24026251). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,263,50,Room 405,Room 405 at voxel (24026350). Connected to nearby rooms.,1,1,1,1,1,0,0,1,1,0,,,,,
240,263,51,Room 1694,Room 1694 at voxel (24026351). Connected to nearby rooms.,1,1,1,1,1,1,1,1,0,1,,,,,
240,264,50,Room 299,Room 299 at voxel (24026450). Connected to nearby rooms.,1,1,0,1,1,1,1,1,1,0,,,,,
240,264,51,Room 1695,Room 1695 at voxel (24026451). Connected to nearby rooms.,1,1,1,1,1,1,0,1,0,1,,,,,
240,265,50,Room 720,Room 720 at voxel (24026550). Connected to nearby rooms.,1,1,1,1,0,1,0,0,1,0,,,,,
240,265,51,Room 1678,Room 1678 at voxel (24026551). Connected to nearby rooms.,1,1,0,1,1,1,1,1,0,1,,,,,
240,266,50,Room 719,Room 719 at voxel (24026650). Connected to nearby rooms.,1,1,0,0,1,1,1,1,1,0,,,,,
240,266,51,Room 1679,Room 1679 at voxel (24026651). Connected to nearby rooms.,1,1,1,1,0,1,1,0,0,1,,,,,
